0,20,-0.0221,4.5000,0.4921,0.0000,0.0000,1,0.0080,1.5027,collision,0.2486,2.3995
1,9,-2.4741,1.7304,0.4962,0.0000,0.0000,0,0.0067,1.3048,collision,0.2736,1.9995
2,39,21.0953,15.4416,0.4907,0.0000,0.0000,5,0.0132,1.5390,goal,0.5628,5.0476
3,18,0.6726,3.9446,0.4903,0.0000,0.0000,1,0.0090,1.5301,collision,0.2702,2.4072
4,15,0.3111,3.9468,0.4943,0.0000,0.0000,1,0.0115,1.4968,collision,0.3226,2.3975
5,11,0.3414,3.9539,0.4912,0.0000,0.0000,1,0.0144,1.5509,collision,0.4245,2.3857
6,63,16.1909,15.1237,0.4913,0.0000,0.0000,5,0.0108,1.5520,goal,0.2917,3.9863
7,14,0.3799,3.9783,0.4913,0.0000,0.0000,1,0.0141,1.4626,collision,0.3494,2.4131
8,13,0.3030,3.9433,0.4901,0.0000,0.0000,1,0.0137,1.4959,collision,0.3659,2.4008
9,15,0.2776,4.1128,0.4914,0.0000,0.0000,1,0.0114,1.5488,collision,0.3178,2.4012
10,10,0.6499,3.9450,0.4893,0.0000,0.0000,1,0.0160,1.7254,collision,0.4654,2.4103
11,12,0.0921,4.5590,0.4938,0.0000,0.0000,1,0.0157,1.6200,collision,0.4039,2.3994
12,20,0.6411,3.9886,0.4898,0.0000,0.0000,1,0.0108,1.7499,collision,0.2505,2.3893
13,16,0.3488,3.9565,0.4900,0.0000,0.0000,1,0.0095,1.4740,collision,0.3066,2.4017
14,37,0.5551,3.9429,0.4912,0.0000,0.0000,1,0.0095,1.4100,collision,0.1538,2.4224
15,17,0.8018,4.8549,0.4880,0.0000,0.0000,1,0.0119,1.5028,collision,0.2938,2.3967
16,19,-2.4078,2.7759,0.4927,0.0000,0.0000,0,0.0082,1.6378,collision,0.1525,2.0159
17,28,0.7889,3.9908,0.4900,0.0000,0.0000,1,0.0131,1.5845,collision,0.1852,2.3980
18,9,-1.9797,0.3277,0.4915,0.0000,0.0000,0,0.0109,1.3532,collision,0.2516,2.0120
19,6,-2.0140,1.0044,0.4938,0.0000,0.0000,0,0.0144,1.8245,collision,0.3604,2.0125
20,18,0.2963,4.0166,0.4893,0.0000,0.0000,1,0.0116,1.7377,collision,0.2787,2.3881
21,10,0.5047,4.0221,0.4888,0.0000,0.0000,1,0.0169,1.5366,collision,0.4602,2.4088
22,17,0.2840,3.9347,0.4907,0.0000,0.0000,1,0.0091,1.4786,collision,0.2885,2.3762
23,22,0.6608,3.9339,0.4912,0.0000,0.0000,1,0.0128,1.3442,collision,0.2286,2.4051
24,17,0.2555,3.9436,0.4918,0.0000,0.0000,1,0.0084,1.6602,collision,0.2945,2.3920
25,10,-2.5205,1.7843,0.4970,0.0000,0.0000,0,0.0079,1.5182,collision,0.2527,2.0138
26,12,-0.0026,3.1725,0.4931,0.0000,0.0000,1,0.0098,1.6167,collision,0.4036,2.4079
27,8,-2.3299,0.3936,0.4955,0.0000,0.0000,0,0.0040,1.2593,out,0.2880,2.0013
28,14,0.6010,3.9326,0.4879,0.0000,0.0000,1,0.0096,1.5823,collision,0.3350,2.4032
29,25,0.8433,4.0336,0.4904,0.0000,0.0000,1,0.0106,1.4906,collision,0.2117,2.4010
30,18,0.7773,3.9297,0.4899,0.0000,0.0000,1,0.0086,1.3524,collision,0.2765,2.4067
31,12,0.5879,3.9613,0.4910,0.0000,0.0000,1,0.0136,1.6123,collision,0.4082,2.4104
32,31,0.8024,4.6402,0.4901,0.0000,0.0000,1,0.0099,1.4567,collision,0.1757,2.4183
33,19,0.3196,3.9721,0.4899,0.0000,0.0000,1,0.0100,1.5021,collision,0.2625,2.4038
34,35,-2.4183,2.8385,0.4919,0.0000,0.0000,0,0.0086,1.4244,collision,0.0840,2.0043
35,22,0.5257,3.9787,0.4906,0.0000,0.0000,1,0.0107,1.2799,collision,0.2249,2.4105
36,17,0.4080,3.9320,0.4893,0.0000,0.0000,1,0.0108,1.3201,collision,0.2847,2.4243
37,33,2.5772,7.9341,0.4925,0.0000,0.0000,2,0.0099,1.3953,collision,0.2520,2.8210
38,12,-1.4710,2.2457,0.4890,0.0000,0.0000,0,0.0142,1.3187,collision,0.2101,2.0216
39,15,0.3879,3.9815,0.4900,0.0000,0.0000,1,0.0128,1.6494,collision,0.3412,2.3882
40,38,0.2552,4.9354,0.4913,0.0000,0.0000,1,0.0086,1.4907,collision,0.1479,2.4140
41,10,-1.4789,0.6869,0.4877,0.0000,0.0000,0,0.0164,1.6987,collision,0.2479,2.0155
42,31,2.4969,7.2627,0.4924,0.0000,0.0000,2,0.0104,1.5985,collision,0.2704,2.7966
43,18,0.7139,3.9391,0.4895,0.0000,0.0000,1,0.0125,1.4535,collision,0.2661,2.3853
44,10,0.0889,3.0886,0.4951,0.0000,0.0000,1,0.0116,1.6014,collision,0.4828,2.3959
45,27,-0.0490,3.9013,0.4925,0.0000,0.0000,1,0.0089,1.3025,collision,0.1902,2.4031
